username,review,rating,date,Angry,Haha,Like,Love,Sad,Wow,gender,location
eddalilpresse,000000 Wata9aw llah fin gadin bihad lkdob ta3kom khafo llah ou baraka matfalaw 3la nad,1,2017-11-24 17:54:00,0,0,0,0,0,0,Male,"Mohammedia, Morocco"
Eden.xben7,19 00 00 tout vendu C est tout simplement des arnaques légitimes  vous avez défiguré votre image commerciale,1,2017-11-24 19:28:00,0,0,2,0,0,0,Male,"Casablanca, Morocco"
edilize,Déconseillé                                      ,1,2017-11-26 09:40:00,0,0,0,0,0,0,N/A,"Agadir, Morocco"
Education737,WlaD Nass hado Akbar CHafara f maGhreb ,1,2017-12-03 16:20:00,0,0,0,0,0,0,N/A,"Casablanca, Morocco"
elaminell,Malheureusement    vous avez moqué de nous avec votre pub     que du mensonge   Mercii                 ,1,2017-11-24 00:43:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
Elarbi.dafroullah,Scammers   Scammers    Scammers   Scammers    Scammers   Scammers    Scammers   Scammers   ,1,2017-11-25 00:55:00,0,0,0,0,0,0,Male,N/A
ElbcirRida,Scammers Scammers Scammers     ,1,2017-11-24 19:07:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
elbouzaidikhalid,جوميا عنوان النصب      قاليك الجمعة الأسود ,1,2017-11-25 20:38:00,0,0,0,0,0,0,Male,"Taounat, Taounate, Morocco"
Elghazii,Très Mauvaise expérience     Black moussiba    ,1,2017-11-24 23:09:00,0,0,0,0,0,0,Male,Salé
elhassibidriss,Lmoskhine ltm katd7ko 3la nass ,1,2017-11-24 00:39:00,0,0,0,0,0,0,Male,Meknes
ElidrissiDJ,Des arnaqueurs     Ba9i mawssaltouch l niveau dial Shopping par internet je quitte votre page khalikoum m3a nass li mazal mssaken ma3arefinch,1,2017-11-25 23:16:00,0,0,0,0,0,0,Male,Marrakech
elkharroussi.choaib.7,Geleorpckfidlzlzoeoflfllfofllrlf ,1,2017-11-28 21:44:00,0,0,0,0,0,0,Male,N/A
elmabrouk1,Cest que de larnaque vous ete vraiment malin pour gagne de largent ,1,2017-11-24 00:39:00,0,0,0,0,0,0,Male,Oujda
el.mahdi.1441,Wose of the worst       soooo bad spamers  Get lost    ,1,2017-11-25 21:35:00,0,0,0,0,0,0,Male,"Fez, Morocco"
elmatador12345,الصراحة لي مفهامتش هو كاع الناس كيسبو و يعايرو ومعجبهومش الحال و حتا انا واحد منهم و كلشي باغي يرد ليهم الصرف ويحيدو اﻷبليكاسيون وجيم ديال الباج حتى لهنا كلشي مزيان ولكن ملي دخلت نشوف الباج ديالهم لقيت 12 مليون ابوني لي كانت هي لي باقا أو وقيلا تزادت واش ديسلايك صعيبة            ,1,2017-11-24 04:16:00,0,0,3,0,0,0,Male,N/A
el.mehdi.12914,Qualité médiocre   les agents li khdamin m3akom makihtarmoch   mnhom dek lbent li gatlik ila mal79tich matbkich       c est koi ce niveau       Nass ki diro les offres bach ybeyno charika w ntoma c le contraire,1,2017-11-25 17:05:00,0,0,3,0,0,0,Male,"Rabat, Morocco"
ELMehdiwakrim1,لينعل بات مكم يا رباعة الكدابه ,1,2017-11-24 16:48:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
elmimoun.benqacem.5,Arnaque et publicité mensongère   ,1,2017-11-28 10:39:00,0,0,0,0,0,0,Male,N/A
elmlilass,كطمعوا الطبقة الفقيرة بعروض غير حقيقية باش يتيليشارجيو تطبيق من بلاي سطور وتربحو معاهم  ربي وكيلكم ,1,2017-11-24 23:35:00,0,0,0,0,0,0,N/A,"Frankfurt, Germany"
elmostafa.radiane,J ai déjà acheter des produits du Jomia ,4,2017-11-23 23:45:00,0,0,0,0,0,0,Male,El Jadida
elmouataz.elhayani,PITOYABLE   SCANDALEUX   DEGUELASS ,1,2017-11-26 03:43:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
elmouRM,Le client est roi   you know what i mean     ,1,2017-11-26 12:19:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
Elpaco.ala,Black Friday complètement raté  vous prenez les gens pour des abrutis Des marques comme Steven s ou Yara ca n existe que chez vous sans oublier votre promo Pampers  la rasoir Phillips qui coûte 1600 Dhs avant votre fameuse réduction de 1300 Dhs wawwww j hallucine  Arrêtez de prendre les gens pour des cons,1,2017-11-15 18:12:00,0,0,9,0,0,0,Male,Essaouira
ElwajjaniYouness,Mauvais application et mauvais service ,1,2017-11-25 22:01:00,0,0,0,0,0,0,Male,Marrakech
Elya.min4,لا ينصح التعامل مع هاته المؤسسة   ,1,2017-11-28 18:30:00,0,0,0,0,0,0,Female,"Tarragona, Spain"
el.yassine.925,des arnaques qui tiennent pas leur promesse ,1,2017-11-26 00:36:00,0,0,0,0,0,0,Male,N/A
epipita,Zéro   offre non reel   fuck application ,1,2017-11-24 00:24:00,0,0,0,0,0,0,Male,Marrakech
er.abdessalam,Prix très très haut nul nul nul ,1,2017-11-16 15:00:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
ero.said,Le pire service que j ai jamais vu je vous recommande pas du tout ,1,2017-11-26 11:58:00,0,0,0,0,0,0,Male,N/A
esgi.2012,Wach 3ndkom Connecteur de chargeur INFINIX HOT 4 pro ,5,2017-11-29 09:53:00,0,0,0,0,0,0,Male,N/A
Essador,Tle3to 0 wlah    je quite votre page    s3ib diro b7al les autres khlikom ghi m3a li mazal ma 3arfin l shopping par internet        ,1,2017-11-25 22:48:00,0,0,2,0,0,0,Male,"Rabat, Morocco"
essaid.guedad,I like Jumia very very much I recommend it to all my friends  ,5,2017-11-26 21:53:00,0,1,0,0,0,0,Male,Ouarzazate
esslaili,Scum Scum Scum Scum Scum Scum Scum Scum Scum Scum Scum Scum ,1,2017-11-24 16:29:00,0,0,0,0,0,0,Male,N/A
ettaki.salma,Si vous ne voulez pas faire de black friday ne le faites pas mais une publicité mensongère    Vous prenez les gens pour des cons     l arbaque du siècle plus aucune confiance en vous   ,1,2017-11-24 11:11:00,0,0,6,0,0,0,N/A,"Casablanca, Morocco"
evaristphi,تبارك الله عليكوم خمس نجوم في النصب و الإحتيال ,1,2017-11-17 00:23:00,0,0,1,0,0,0,Male,"Tata, Morocco"
evomaxi,Jai passe commande d une tv sony a 6000dh et apres 1 semaine ils me contacte pr me dire rupture du stock  W 3lach dayrinha f site  Mauvais support et service,1,2017-11-22 13:56:00,0,0,1,0,0,0,Male,N/A
ezehrani.abdelhay,Pfffffff que des conerie le seule site au monde qui triche ,1,2017-11-24 14:37:00,0,0,0,0,0,0,Male,Oujda
ezzakitarik,C est une grande arnaque deja j eu des articles dans le panier mais vous me les enlever   0 20  black Friday  خرجتو على راسكم   كنتو غادين مزيان    دابا    قتلتو الشركة بخااطركم   خطأ فااادح من المسؤول على التسويق ,1,2017-11-24 22:54:00,0,0,0,0,0,0,Male,N/A
ezzeghyry.hicham,Fuck u fuck u fuck u fuck u fuck u fuck u fuck u fuck ,1,2017-11-25 20:21:00,0,0,0,0,0,0,Male,Marrakech
ezzohayry.samir,Responsable du service après vente ne respecte pas les clients  ,1,2017-11-28 03:03:00,0,0,4,0,0,0,Male,"Agadir, Morocco"
fachne,N9dar nchri f l black Friday mn l application jumia ,5,2017-11-16 12:37:00,0,0,0,0,0,0,Male,"Milan, Italy"
fadi.honsali,Nuuuuuuuuul a chier arnaqueurs de merde ,1,2017-11-24 00:42:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
fadwa.el.9,Si vous pouvez pas faire un blackfriday comme tous les autres gardez votre publicités mensongères  vous êtes que des arnaqueurs     ,1,2017-11-24 12:15:00,0,0,4,0,0,0,Female,"Casablanca, Morocco"
fahd.ouazzani,Black friday vous devais être poursuit en justice pour l arnaque du black friday ,1,2017-11-24 08:45:00,0,0,6,0,0,0,Male,N/A
faouzi.kl,Mon commentaire a été signalé indésirable car vous n avez pas de reponse et que les clients n arrive pas à voir mon problème  c est quoi ce profisionalisme   Quelle qualité de service   WOW   Ou est ma commande    MAINTENANT VOUS BLOQUEZ MES COMMENTAIRES CARREMENT       QUELLE NIVEAU,1,2017-11-30 14:52:00,0,0,2,0,0,0,Male,N/A
farih.sadiak,الغش في المنتوجات مع رداءة ن ,1,2017-11-11 00:59:00,0,0,0,0,0,0,Male,Martil
farouk.jekki,Hada smeyto tberhich wach ldin mkom wesselkom lkdub tal had lmostawa dl khra black friday dyalkum rakum 3arfin fin diroh,1,2017-11-24 19:07:00,0,0,0,0,0,0,Male,"New Fes, Fès, Morocco"
farrah.ida2,Pensez à améliorer votre application avant de lancer les promos Black Friday ,1,2017-11-24 00:09:00,0,0,1,0,0,0,Female,Ksar el Kebir
fataltigers123,En paye quand il vient chez nous c pas sur linternet    ,4,2017-11-23 00:36:00,0,0,0,0,0,0,Male,"Fez, Morocco"
fati.disky,salam alikom jomo3a mobaraka ljami3 et blak friday pour jumia   je suis cliente depuis 5 ans et je recommande jumia a tous mes amies  mes vraiment le mauvais plan de marketing avec la pub à la tele et à la fin je trouve des arnaqueurs  vous avez détruis votre historique  la confiance des clients  et bien sur l image de jumia au marché  Veuillez sauver la situation et proposer qlq chose pour ne pas perdre tous ,1,2017-11-24 10:08:00,0,0,12,0,0,0,Female,N/A
fatima.amani.9,En bref je vais jamais réfléchir acheter chi vous ,1,2017-11-25 12:01:00,0,0,1,0,0,0,Female,"Agadir, Morocco"
fatima.amjoud.9,ana demandet 3ndhom rir lbarh obrit db nannuler la commande ms ma3rftch kifach ndir svp ila kan chi hd 3arf kifach momkin n annuler la commande igolhalia et merci,1,2017-11-09 16:56:00,0,0,0,0,0,0,Female,Meknes
fatima.elazzouzi,Maaaaaaaaaaaauvais wa maaaaaauvaissssssss ,1,2017-11-24 12:30:00,0,0,0,0,0,0,Female,N/A
fatima.rayane.3,Le black fridayde jumia est un grand fiasco  de l arnaque pur et simple  Hchouma 3likoum tshrou nas jsq a minuit wtblokiw par la suite l app hta ykhwa stock wtfr9ouh mabinatkm    c est vraiment décevant,2,2017-11-24 00:45:00,0,0,0,0,0,0,Female,Meknes
fatima.sh.5667901,Katfalaw 3la nas mkayn la nhar kbir la walo m3a 00 00 ou stock sala katkdbo 3la nas hchouma    ,1,2017-11-24 01:16:00,0,0,1,0,0,0,Female,"Sidi Maarouf, Casablanca, Morocco"
fatimazahra.bachiri.750,scammers scammers scammers scammers scammers ,1,2017-11-24 17:01:00,0,0,1,0,0,0,Female,Meknes
fatimazahra.dakir.3,كذابين  و شفارة و جيعانين ماكاين لا صدق و لا أمانة ,1,2017-11-24 00:28:00,0,0,1,0,0,0,Female,"Fez, Morocco"
fatimazahra.schamel.5,Arnaque arnaque que de la publicite et rien d un black friday ca ce joue entre eux tt simplement,1,2017-11-24 00:41:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
Fatirose.sbaibelabess,Vous êtes vraiment des arnaqueurs ,1,2017-11-24 21:53:00,0,0,0,0,0,0,Female,"Rabat, Morocco"
fatna.msady.7,Je le voulais plus voir c est chose il me dérange ,2,2017-11-19 15:30:00,0,0,0,0,0,0,Female,N/A
fattah.mekkaoui,تبارك الله عيكوم الله يحفظكم ويسر اموركم ,5,2017-11-04 11:18:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
Faysall1,I think you guys suck sorry not sorry you ve let me starve once because you canceled my order without telling me and the quality of the shit you sell is unbelievably shitty ciao,1,2017-11-08 15:09:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
fayssalr,Akbar nessaba 3la wjeh l2ard    ,1,2017-11-24 00:30:00,0,0,1,0,0,0,Male,"Rabat, Morocco"
fettani.yassine,Arnaque Arnaque Arnaque Arnaque Arnaque 2 Luxe ,1,2017-11-27 21:50:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
filali.hasnaa,N a rien a voir ac le vrai black friday ,1,2017-11-24 00:22:00,0,0,1,0,0,0,Female,"Casablanca, Morocco"
filmmakingit,absolument merdique pour une deuxieme fois que je voulais leurs faire confiance mais c est toujours de la merdre rien ne change les commandes s annule après la confirmation de la préparation du colis a cause de rupture de stock  SAV qui prenent les clients pour des cons  Arretez Enfin,1,2017-11-24 11:55:00,0,0,4,0,0,0,Male,"Casablanca, Morocco"
Fire.Sephiroth,Attention c est pas la peine de commander depuis Jumia car il y a des produits truqués ,1,2017-11-16 23:40:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
f.issam.issamor,pas mal                                 ,3,2017-11-03 18:31:00,0,0,0,0,0,0,Male,"Paris, France"
fleur.dejasmin.54,De quel black friday vous parlez     ce qui nous étonne c est que personne n est arrivée à valider un achat tout le monde a eu le même problème si vous aviez un stock limité qui sont ces personnes qui ont pu acheté Vous êtes trop loin du concept du 0 LikeBlack Friday0 Like les grandes marques le font pour fidéliser leur clients et les satisfaires en achetant des produits de qualité à des prix imbattables et vous vous l avez fait pour que tout le monde installe votre application et pour que vous gagnez   C est de l arnaque franchement   vous avez fait preuve encore une fois de votre manque de professionnalisme et de votre esprit commercial qui ne pense qu a gangé même si au profit des clients qui vous ont fait confiance et restés plantés devant leur écran jusqu à minuit pour voir avec leur propres yeux ce scandale     A bon entendeur,1,2017-11-24 08:59:00,0,0,28,0,0,0,Female,N/A
fouad.benda.5,Arnaque days   Tanhas brasi hmar b 2 wednin twaaaaal hint j ai oublié que  pas de confience       ,1,2017-11-24 21:21:00,0,0,2,0,0,0,Male,N/A
fouad.elfatehy,I advice every person throughout the world Jumia is a big lair they are scammers as well as they sell fake products they have really frustrsted me  i warn you  not to buy anything online from jumia,1,2017-11-24 22:57:00,0,0,6,0,0,0,Male,N/A
fouad.hajji.06,Ghir rba3a dyal chffara walakin had l3am ghat5sro fih bzzaf ,1,2017-11-24 19:36:00,0,0,0,0,0,0,Male,"Río Martín, Tetouan, Morocco"
fouad.luisi,افشل شركة شفت لكذوب والنصب على الناس ,1,2017-11-24 21:49:00,0,0,0,0,0,0,Male,"Fez, Morocco"
fouad.ziane,c est une grande arnaque    il n y a pas d articles dans la prétendue vente megaflash  Mensonges et arnaques  S il y a quelqu un qui a acheté quelque chose   qu il nous le dise,1,2017-11-24 00:39:00,0,0,3,0,0,0,Male,Tétouan
fouad.zorgane,N achetez surtout pas chez ces gens là  tu peut te trouver devant un société virtuelle sans responsabilité ni engagement après avoir encaissé la totalité du montant  Le grand problème réside dans le service après vente  وآجي تشووووف لقوالب ديال الدنيا كلها تكتاشفها مع jumia الله يهديكم راه السمعة ديالكم هادي وحاولو تحلو المشاكل مع الناس     See More ,1,2017-11-04 22:59:00,0,0,7,0,0,0,N/A,Marrakech
fouzia.malak.1,désole jumia bezaf alikoum lmiseda9ia ,1,2017-11-16 16:06:00,0,0,0,0,0,0,Female,"Mazagan, El Jadida, Morocco"
frank.alenrocky,nesaba wlad le97ab katsta7mro bnadem black zebi ash binkom obin hadshi awlad l3ebd shewehtonaa,1,2017-11-25 13:16:00,0,0,0,0,0,0,Male,"Washington, District of Columbia"
freelancermobilewebdeveloper,Vraiment null  que des mensonges    ,1,2017-11-24 08:48:00,0,0,1,0,0,0,Male,N/A
FyTiNa,Pouvez vous vérifier l authenticité des produits que vos revendeurs proposent  Je conseil aux clients comme moi de ne plus jamais commander en ligne  J ai commandé un coque anti gravité  c était juste une plastique en toque que j ai eu  ni anti gravité ni rien  Merci pour l arnaque  Vous resterez pauvre toute votre vie  ça c est sûr et certain,1,2017-11-13 12:38:00,0,0,0,0,0,0,N/A,Antsirabe
ghizlane.bimzzagh,A minuit et comme par hasard vous avez bloqués le site mniytkom vous avez perdu notre confiance et sachez bien c pas comme ça qu on gagne les clients avec des annonces pareils alors que c de l arnaaaaque au vrai sens vous êtes nuuul,2,2017-11-24 00:42:00,0,0,3,0,0,0,Female,N/A
ghizlane.dkhissi.50,vous etes que des arnaqueurs  je vous en merde ,1,2017-11-24 00:33:00,0,0,1,0,0,0,Female,"Casablanca, Morocco"
gingerbreadzombie,Une question  est ce que ça en valait la peine      ,1,2017-11-24 13:17:00,0,0,0,0,0,0,Female,N/A
g.u.n.u.n.i.c.o.r.n7,I just recived my order after waiting for eternity for it and it was not what I ordered I received the wrong color I am so dispointed I was waiting for it with excitement but now that I recieced it I m full with anger and dissatisfied about the quality of the services and the complications of it     ,1,2017-11-23 22:20:00,0,0,1,0,0,0,N/A,N/A
gyazid,C quoi cette merde    Black site oui  Arrêtez vos mensonges à la con ,1,2017-11-24 21:12:00,0,0,4,0,0,0,Female,N/A
hab.baz.5,خدمات لا ترقى لشركة يُفترض أنها محترمة            ,1,2017-11-25 15:53:00,0,0,0,0,0,0,N/A,N/A
habibaj2526,Black arnaquer  apres deux minutes de tentative de connexion  le site affiche 0 Like le magasin est actuellement plein  on ne peut pas acceuillir de nouveaux clients0 Like,1,2017-11-24 21:42:00,0,0,0,0,0,0,Female,N/A
habibimohamedhamada,Pas du tout sérieux  ,1,2017-11-24 13:51:00,0,1,0,0,0,0,Male,N/A
Hacklogie.One,Une semaine et j attends mes marchandises Mrrrrrdd ,1,2017-11-22 17:26:00,0,0,0,0,0,0,Male,"London, United Kingdom"
haitam.lotfi,Service Na9ss  des produits qui sont publier sur le site n a rien avoir avec la réalité  ola bghti trad chi haja oyrado lik flossak 2 mois  0,1,2017-11-09 13:12:00,0,0,0,0,0,0,Male,N/A
haitam.mastaki,سمحو ليا بزاف لبارح كنت معصب دابا عارف علاش حيدتو ليا PS4 من البانيي  عرفتو الامتحانات قربو ويلا خديتها غادي نضيع   شكرا جوميا ,1,2017-11-25 13:57:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
Haitham.Elbakkali,Khssara makynsh 0 nejma   ,1,2017-11-25 00:31:00,0,0,0,0,0,0,Male,N/A
hajar.boukous.7,J ai bien aimer jumia           ,5,2017-11-18 22:01:00,0,0,1,0,0,0,Female,N/A
hajar.chg,C est de l arnaque fait attention ,1,2017-11-24 20:45:00,0,0,1,0,0,0,Female,Marrakech
hajar.economique,Kedaba chefera makan la Black Friday la walo Kadahko 3la nass ,1,2017-11-25 01:11:00,0,1,0,0,0,0,Female,Oujda
Hajar.Elar,Arnaaaaques     ,1,2017-11-24 10:54:00,0,0,0,0,0,0,N/A,"Casablanca, Morocco"
hajar.mezriouibounagui,Des arnaqueuuuuuuuuuuuuuuuuuurs ,1,2017-11-24 11:12:00,0,0,0,0,0,0,Female,N/A
hajouimouane.hicham,kdabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ,1,2017-12-01 00:52:00,0,0,0,0,0,0,Male,N/A
hakima.benebrahim,8182,5,2017-11-29 16:01:00,0,0,0,0,0,0,Female,Khouribga
hakim.friendlyman,What a shame                                ,1,2017-11-24 11:21:00,0,0,0,0,0,0,Male,Marrakech
hakim.hamid.946, واش من نيتكم كتصدقوا هاد النصابة      ,1,2017-11-24 00:45:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
hakim.ijdiaou,il faut plus de microphone  USB jack Bluetooth ,5,2017-11-14 19:35:00,0,0,0,0,0,0,Male,Marrakech
Hakim.Kebdani,Votre site et App sont en mousse    J ai pris des articles dans le pannier et impossible de valier alors qu à temps des 20 premières sec    Bref   gallik Black Friday   ,1,2017-11-24 00:16:00,0,0,4,0,0,0,N/A,N/A
halimaaaaaaaaaa,pas mal   les prix sont chers   délai de livraison correct ,2,2017-11-29 14:40:00,0,0,0,0,0,0,Female,N/A
halim.souka.5,Siro t9awdo al kadaba walah la tafertoh ,1,2017-11-24 14:17:00,0,0,0,0,0,0,Male,N/A
hamada.xdid,Société de merde        ,1,2017-11-25 22:11:00,0,0,0,0,0,0,Male,"Tangier, Morocco"
hamid.alhachmi,أكبر كدابة في المغرب أنا مجرب السلعة ديالكوم زيرو و الله ما كنكدب عليكوم ,1,2017-11-24 22:42:00,0,0,0,0,0,0,Male,"New Fes, Fès, Morocco"
hamidehalim,amateures                                                         ,1,2017-11-25 13:59:00,0,0,0,0,0,0,Male,N/A
hamid.lazrak,cout de livrairon à étudier  les produits exposés ne sont pas bien vus et meme le prix à revoir,2,2017-11-08 15:28:00,0,0,0,0,0,0,Male,Sidi Kacem
hamid.mks.9022,كدابة ومنافقين تقولون مالا تفعلون المغرب فيه تقريبا 40 مليون نسمة  بزاف عليكم تكونو بحال سيادكم الأوروبيين وأميركا مزال خاصكم دروس الاخلاص صعيب عليكم التقليد وماعندكومش الكفائة باش ترضيو الزبناء انتم نصابة وانتم ماقادرين على إرضاء حتى 1000 مهمتكم هي الاستهزاء بالمغاربة ,1,2017-11-30 16:21:00,0,0,0,0,0,0,Male,N/A
hamouda.hadri.5,Service plutôt bien il faut juste choisir le bon produit j ai commandé 2 chaussures c est vraiment un bon affaire  Merci jumia,1,2017-11-17 22:59:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
hamza1gourram,no comment                                         ,1,2017-11-24 15:18:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
hamza.benkirane.7739,Sérieusement  votre département marketing est juste nul     Vos community manager ne savent même pas traiter les objections et les commentaires sur les réseaux sociaux  Vous n avez même pas pu préparer votre site et serveurs pour l événement du blackfriday  Les stocks aussi avec une logistique que même l épicier du coin sait faire mieux que vous  Vous êtes une honte et votre top management doit déposer sa démission  M  le PDG  quand vous étiez à la tête d une équipe solide chez Avito il n y a eu aucun flop pareil  Votre service après vente est une catastrophe aussi  Chers Marocaines et Marocains  le boycott s impose  ,1,2017-11-24 19:49:00,0,0,23,0,0,0,Male,"Casablanca, Morocco"
HAMZABENOUAHI,Kdoob O Naasb    ,1,2017-11-27 17:11:00,0,0,0,0,0,0,Male,"Tangier, Morocco"
hamza.daoudi.elidrissi,مفهمتش الوقاحة لي وصلت بواحد كتاصل بيه gتgول ليه الى كان ممكن التيلفون يوصل بكري راه 4 ايام شوية بزاف    كيgول ليك لا معندناش كيفاش نديروا الى مبغيتيش annulih     كنظن خاص تعاودو الفورماسيون لشي وحدين خدامين معاكم  ,1,2017-11-30 18:40:00,0,0,3,0,0,0,N/A,"Mohammedia, Morocco"
hamza.dos.71,Wlad l7ram siro lah i yakhod l7a9 ,1,2017-11-24 22:59:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
hamza.elmzairh,اللينعل حيات بات بات مكم أولاد        ,1,2017-11-25 18:33:00,0,0,0,0,0,0,Male,N/A
hamza.elrhaz,Kedaba din mkom 00h00 stock epuisé w ta dial pampers wakha nkun jay mn wara2 chams ,1,2017-11-24 01:06:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
hamza.fakihani,La Publicitée mensongère n a jamais ete accepté ou que ce soit et ca ne s arretera pas au maroc   essayez votre barratin sur un autre pays   Pour etre clair et honnete   on veillera a ce que vous fermiez vos portes  ,1,2017-11-26 05:30:00,0,0,0,0,0,0,Male,"Mohammedia, Morocco"
Hamza.Farouz99,Nssabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ,1,2017-11-25 21:43:00,0,0,0,0,0,0,Male,"Kenitra, Morocco"
hamza.hasnaoui.9,marketing mensongère  arnaques  ,1,2017-11-25 13:49:00,0,0,0,0,0,0,Male,N/A
hamza.justice.3,شفارة وكذابين نعلة الله عليكم وبدلوا ليا تلفون لشريت منكم راه طلع غير شنوا مكيشد لا شارج وتيتبلونتا حمق نعلة الله عليكم متيقوهمش ,1,2017-11-28 15:26:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
hamza.kanouni.5,Kon kan chi haja 9al man najma kon dartha likom ,1,2017-11-24 00:38:00,0,0,0,0,0,0,N/A,"Casablanca, Morocco"
hamza.lmassawi,They are liers ,1,2017-11-25 10:15:00,0,0,0,0,0,0,Male,"New Fes, Fès, Morocco"
Hamza.Sadeddine.03,kdobe f kdobe f kdobe black Friday makayne walo ,1,2017-11-24 16:49:00,0,0,0,0,0,0,Male,Salé
hanaa.iglesias,Bande d arnaqueurs pfo   ,1,2017-11-24 10:43:00,0,0,1,0,0,0,Female,"Rabat, Morocco"
hanan.agouzoul,    la meilleur j adore  ,5,2017-11-10 10:22:00,0,0,0,0,0,0,Female,"Aït Ourir, Marrakech, Morocco"
hanane.berhili.7,Nul                    ,1,2017-11-24 00:33:00,0,0,0,0,0,0,N/A,N/A
hananedada37,اصلا كيتعطلوا فالتوصيل كايقوليك سيمانة كيتعطلو حتال 20 يوك او اكتر غي كدابة كاينين دي سيت كيوصلوا ف 48 ساعة هدو كتخلصي عليهم والسلعة ماشي ديال التمن الي تيقولوا او كيتعطلو من الفوق ,1,2017-11-18 11:38:00,0,0,0,0,0,0,Female,"Rabat, Morocco"
hanane.salma.31,Je N achèterai plus de jumia à partir d aujourd hui  Vous  signaler jumia ,1,2017-11-24 00:48:00,0,0,2,0,0,0,Female,N/A
happy.yoli,Chefara kedabin 000000000000000 ,1,2017-11-24 10:46:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
haroune.rachid,Arnaque à la marocaine  Rba3t nssaba ,1,2017-11-25 13:55:00,0,0,0,0,0,0,Male,Marrakech
harrabe.nizar,Fuck You Nessaba Lakhrin Tand3ikom lmahkama ha blati makantflach ,2,2017-11-24 14:09:00,0,0,1,0,0,0,Male,Berrechid
hasnaessaloua,Moins 1 million d étoile  ne jamais faire confiance  la page est a signalé et l app a désinstallé,1,2017-11-24 19:16:00,0,0,0,0,0,0,Female,N/A
hasna.ibrani,Envoi d  une seule commande séparer pour facturer les frais de port plusieurs fois c  est de l arnaque,2,2017-11-24 10:37:00,0,0,3,0,0,0,Female,N/A
hassan.ablad.3,Le Black Friday est une grosse arnaque sur Jumia   Null ,1,2017-11-25 11:51:00,0,0,0,0,0,0,Male,Tan-Tan
hassan.arbazagoura,Fake company I will dislike your official page    ,1,2017-11-24 15:21:00,0,0,0,0,0,0,Male,"Fez, Morocco"
hassan.benalla.7731,c est nul jumia n est qu une merde d entreprise ,1,2017-11-31 16:58:00,0,0,0,0,0,0,Male,"Kenitra, Morocco"
hassan.bouchouari,you don t respect costumers at all  Using the bad buzz  ,1,2017-11-25 20:10:00,0,0,0,0,0,0,N/A,"Agadir, Morocco"
hassan.bousselham.16,a mon avis excellent avec une bonne service et toujours en trouve des nouvelles ,5,2017-11-18 20:28:00,0,0,0,0,0,0,Male,Marrakech
hassan.brahmi.5,Merci c est sympa groupe jumia ,5,2017-11-21 17:37:00,0,0,0,0,0,0,Male,N/A
Hassandrac,هاد السيمانة غتكون اسوء اسبوع فحياتكم ,1,2017-11-24 14:29:00,0,0,0,0,0,0,N/A,"Strasbourg, France"
hassan.samih.79,If dont report this page and delete there application you deserve the scams jumia sucks they are just a bunch of lyers and theifs go to hell jumia,1,2017-11-25 08:14:00,0,0,0,0,0,0,Male,N/A
Hatim.Bel.2016,Bon service  Pratique et biensure les meilleures au prix BAS ,4,2017-11-11 18:12:00,0,0,0,0,0,0,Male,Marrakech
hatim.classy,Lay n3al tabon mkom ,1,2017-11-23 17:17:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
HayatDounnasr,    ,5,2017-11-20 15:19:00,0,0,0,0,0,0,Female,N/A
hayat.hayati.963434,L9et wahad sandal rouge w mnin dkhalt mabanli walo ,3,2017-11-15 21:29:00,0,0,0,0,0,0,Female,"Medina, Fès, Morocco"
haytom.zakariaa,Malheureusement  il y en a pas l  option 0 étoile  ,1,2017-11-14 10:35:00,0,0,0,0,0,0,N/A,"Casablanca, Morocco"
hazardos,Fake Friday Deals    Poor service quality   China Products   ,1,2017-11-24 09:53:00,0,0,0,0,0,0,Male,N/A
hazm.anys,Nul No professionnel nnnnnnuuulllll ,1,2017-11-24 16:15:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
